date,trade_count,unique_accounts,total_volume,avg_trade_size,net_realized_pnl,mean_realized_pnl,win_rate,price_std,buy_sell_ratio,sentiment,sent_lag_1,sent_lag_2,sent_lag_3,high_volume_day,pnl_sign_next
2024-03-27,6,1,67.36,11.226666666666667,-0.01552,-0.002586666666666667,0.0,364.347315986635,0.9996667777407531,1.0,1.0,1.0,1.0,0,-1.0
2024-05-21,22,1,274392.77,12472.398636363638,-527.567728,-23.980351272727273,0.0,291.0068393001862,0.9999090991728026,1.0,1.0,1.0,1.0,0,1.0
2024-05-29,10,1,2000.44,200.044,1.50552,0.150552,0.9,32.25523213371711,0.11109876680368849,1.0,1.0,1.0,1.0,0,1.0
2024-05-30,2,1,1107.3200000000002,553.6600000000001,2.57278,1.28639,0.5,227.6883835420683,0.9990009990009991,1.0,1.0,1.0,1.0,0,1.0
2024-06-04,10,1,5540.22,554.022,8.063304,0.8063304,0.2,121.81173999249924,0.2499687539057618,1.0,1.0,1.0,1.0,0,-1.0
2024-06-05,2,1,998.95,499.475,-0.00696,-0.00348,0.0,0.7071067811865476,0.9990009990009991,1.0,1.0,1.0,1.0,0,1.0
2024-06-07,5,1,33369.8,6673.960000000001,44.90213,8.980426,0.2,138.56659048991372,3.9960039960039966,1.0,1.0,1.0,1.0,0,1.0
2024-06-08,4,1,22260.27,5565.0675,26.649250000000002,6.6623125000000005,0.5,102.1710167643773,0.9995002498750625,1.0,1.0,1.0,1.0,0,1.0
2024-06-11,15,1,11120.41,741.3606666666667,23.732546,1.5821697333333333,0.26666666666666666,240.12135820594355,2.7493126718320418,1.0,1.0,1.0,1.0,0,-1.0
2024-06-12,5,1,7781.5599999999995,1556.312,-7.644737,-1.5289474,0.0,690.1498388031403,0.2499375156210947,1.0,1.0,1.0,1.0,0,1.0
2024-07-19,2,1,2035.26,1017.63,35.79975,17.899875,0.5,1607.2537136370224,0.9990009990009991,1.0,1.0,1.0,1.0,0,1.0
2024-07-29,28,2,315256.79,11259.171071428571,129.729619,4.633200678571429,0.4642857142857143,115.11006924821005,1.153757403276671,1.0,1.0,1.0,1.0,0,-1.0
2024-08-01,16,1,26548.52,1659.2825,-8.714336,-0.544646,0.0,880.5647217363812,14.985014985014987,,1.0,1.0,1.0,0,1.0
2024-08-02,12,1,24768.800000000003,2064.066666666667,228.247701,19.02064175,1.0,2.314316444669313,0.0,1.0,,1.0,1.0,0,1.0
2024-08-04,20,2,81730.57,4086.5285000000003,87.984045,4.39920225,0.1,829.5576754163083,8.995502248875562,0.0,1.0,,1.0,0,1.0
2024-08-05,22,2,89995.47,4090.7031818181817,160.44369899999998,7.292895409090908,0.3181818181818182,2037.3720595637176,2.142551064133695,0.0,0.0,1.0,,0,0.0
2024-08-06,2,1,24993.59,12496.795,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,1.0,0,1.0
2024-08-09,10,1,132431.85,13243.185000000001,7524.850424,752.4850424,1.0,0.0,0.0,,0.0,0.0,0.0,0,1.0
2024-08-16,8,1,150839.52,18854.94,825.230544,103.153818,0.375,325.75009593244937,1.6661112962345885,0.0,,0.0,0.0,0,1.0
2024-08-19,8,1,100315.03,12539.37875,339.69958299999996,42.462447874999995,0.625,204.78834892918786,0.5998800239952009,0.0,0.0,,0.0,0,0.0
2024-08-24,5,1,19999.6,3999.9199999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0.0
2024-08-25,5,1,4999.3099999999995,999.8619999999999,0.0,0.0,0.0,1.4142135623730951,0.0,,1.0,0.0,0.0,0,1.0
2024-08-28,2,1,23665.510000000002,11832.755000000001,1333.359645,666.6798225,1.0,0.7071067811865476,2000.0,0.0,,1.0,0.0,0,0.0
2024-08-29,1,1,9995.85,9995.85,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0,1.0
2024-08-30,1,1,9739.38,9739.38,256.464,256.464,1.0,,1000.0,0.0,0.0,0.0,,0,-1.0
2024-08-31,6,2,51001.09,8500.181666666665,-0.00845,-0.0014083333333333333,0.0,10.303721010717213,4.9950049950049955,0.0,0.0,0.0,0.0,0,-1.0
2024-09-04,3,1,47759.48,15919.826666666668,-2241.785214,-747.261738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0
2024-09-20,4,1,29997.89,7499.4725,-1.88976,-0.47244,0.0,5.678908345800274,2.997002997002997,,0.0,0.0,0.0,0,0.0
2024-09-22,3,1,19999.739999999998,6666.579999999999,0.0,0.0,0.0,0.0,3000.0,,,0.0,0.0,0,1.0
2024-09-23,2,1,40334.29,20167.145,334.760796,167.380398,0.5,8.48528137423857,0.9990009990009991,,,,0.0,0,0.0
2024-09-25,6,1,50001.11,8333.518333333333,0.0,0.0,0.0,196.45525359904877,6000.0,1.0,,,,0,1.0
2024-09-26,3,1,80440.42,26813.47333333333,439.812513,146.604171,0.6666666666666666,937.6168371639512,0.0,,1.0,,,0,0.0
2024-09-27,10,1,99992.31999999999,9999.232,0.0,0.0,0.0,147.09316775431566,0.0,1.0,,1.0,,0,1.0
2024-09-30,10,1,177280.9,17728.09,2710.626288,271.06262879999997,0.5,335.6123590625874,10000.0,1.0,1.0,,1.0,0,0.0
2024-10-01,4,1,139954.32,34988.58,0.0,0.0,0.0,142.6055164898365,4000.0,,1.0,1.0,,0,0.0
2024-10-02,4,1,99954.34,24988.585,0.0,0.0,0.0,0.0,4000.0,0.0,,1.0,1.0,0,0.0
2024-10-03,4,1,120009.0,30002.25,0.0,0.0,0.0,1.1547005383803017,4000.0,0.0,0.0,,1.0,0,1.0
2024-10-05,36,1,605605.13,16822.36472222222,5767.161892,160.19894144444444,0.6666666666666666,150.50295572692687,0.3333209881115514,,0.0,0.0,,0,1.0
2024-10-06,22,1,300130.56,13642.298181818182,130.487079,5.9312308636363635,0.22727272727272727,324.91869445856975,0.37497656396475215,,,0.0,0.0,0,0.0
2024-10-07,21,1,219984.65,10475.459523809524,0.0,0.0,0.0,182.24477260776848,0.0,,,,0.0,0,1.0
2024-10-08,34,1,434583.53,12781.868529411766,5396.546638,158.72195994117646,0.9705882352941176,8.548905132596875,34000.0,,,,,0,1.0
2024-10-09,14,1,220399.93,15742.852142857142,396.06272,28.290194285714286,0.21428571428571427,474.2797720731933,3.665444851716095,,,,,0,0.0
2024-10-10,16,1,300024.33999999997,18751.521249999998,0.0,0.0,0.0,557.4002152852128,16000.0,0.0,,,,0,1.0
2024-10-11,25,1,488903.45999999996,19556.1384,8885.327477,355.41309908000005,0.72,439.9431781491801,0.0,0.0,0.0,,,0,1.0
2024-10-12,10,1,159713.4,15971.34,541.55471,54.155471,0.7,376.58494688744844,2.332555814728424,,0.0,0.0,,0,0.0
2024-10-13,10,1,60002.42,6000.242,0.0,0.0,0.0,203.35890549578784,10000.0,,,0.0,0.0,0,1.0
2024-10-14,5,1,61916.020000000004,12383.204000000002,1913.61958,382.72391600000003,1.0,0.44721359550077144,0.0,,,,0.0,0,1.0
2024-10-15,7,1,81173.36,11596.194285714286,1170.2260760000001,167.17515371428573,0.5714285714285714,1060.3613714650498,0.7498125468632841,1.0,,,,0,1.0
2024-10-16,11,1,80229.17,7293.560909090909,219.480876,19.95280690909091,0.2727272727272727,451.4663583560504,2.665778073975342,1.0,1.0,,,0,1.0
2024-10-17,9,2,140531.75,15614.638888888889,36.11496,4.0127733333333335,0.1111111111111111,433.80423131997185,3.4982508745627188,1.0,1.0,1.0,,0,1.0
2024-10-18,6,1,120331.43000000001,20055.238333333335,333.219141,55.536523499999994,0.8333333333333334,518.7022267158665,0.1999600079984003,1.0,1.0,1.0,1.0,0,0.0
2024-10-19,4,1,99996.86,24999.215,0.0,0.0,0.0,218.24355660591678,4000.0,1.0,1.0,1.0,1.0,0,1.0
2024-10-20,6,1,120225.71,20037.618333333336,229.060526,38.176754333333335,0.8333333333333334,100.40003320052456,0.1999600079984003,1.0,1.0,1.0,1.0,0,0.0
2024-10-21,11,1,150024.18,13638.561818181817,0.0,0.0,0.0,412.97609439948445,11000.0,1.0,1.0,1.0,1.0,0,0.0
2024-10-22,3,1,60000.36,20000.12,0.0,0.0,0.0,0.0,3000.0,1.0,1.0,1.0,1.0,0,0.0
2024-10-23,8,1,70011.23999999999,8751.404999999999,0.0,0.0,0.0,3.502550091412617,8000.0,1.0,1.0,1.0,1.0,0,1.0
2024-10-25,25,1,404587.18,16183.4872,4543.862071,181.75448283999998,0.64,451.24848291527405,0.5624648459471283,1.0,1.0,1.0,1.0,0,1.0
2024-10-27,4,1,90664.41,22666.1025,666.6623079999999,166.66557699999998,0.75,2.5,0.0,1.0,1.0,1.0,1.0,0,1.0
2024-10-28,10,2,120495.3,12049.53,1.2563,0.12563,0.1,385.37052876996756,0.0,1.0,1.0,1.0,1.0,0,0.0
2024-10-29,38,2,603574.34,15883.535263157893,0.0,0.0,0.0,841.1076847044269,0.0,1.0,1.0,1.0,1.0,0,1.0
2024-10-31,29,2,854638.1,29470.279310344828,768.812372,26.51077144827586,0.8275862068965517,395.46465468288085,8.663778740419861,1.0,1.0,1.0,1.0,0,1.0
2024-11-01,9,1,231031.1,25670.122222222224,1040.5747959999999,115.61942177777776,0.2222222222222222,470.68499138076675,3.4982508745627188,1.0,1.0,1.0,1.0,0,0.0
2024-11-02,2,1,40000.0,20000.0,0.0,0.0,0.0,0.0,2000.0,1.0,1.0,1.0,1.0,0,0.0
2024-11-03,4,1,109994.34,27498.585,0.0,0.0,0.0,402.0,4000.0,1.0,1.0,1.0,1.0,0,1.0
2024-11-04,26,1,432210.64,16623.486153846156,2259.351364,86.89812938461539,0.5,530.5463207501698,0.9999230828397816,1.0,1.0,1.0,1.0,0,1.0
2024-11-05,10,1,200627.23,20062.723,678.4759280000001,67.8475928,0.5,447.3612013177321,0.9998000399920015,1.0,1.0,1.0,1.0,0,1.0
2024-11-06,12,1,121906.38,10158.865,2821.24842,235.10403499999998,0.5833333333333334,2346.5506261125274,0.714183688044565,1.0,1.0,1.0,1.0,0,1.0
2024-11-07,2,1,60628.85,30314.425,628.96246,314.48123,0.5,1108.03632611932,0.9990009990009991,1.0,1.0,1.0,1.0,0,1.0
2024-11-08,24,1,240641.63,10026.734583333333,646.3734049999999,26.932225208333332,0.25,260.19448899130526,2.9995000833194467,1.0,1.0,1.0,1.0,0,0.0
2024-11-09,9,1,150000.41,16666.712222222224,0.0,0.0,0.0,178.22886348113803,9000.0,1.0,1.0,1.0,1.0,0,1.0
2024-11-10,48,2,242579.22,5053.73375,729.001129,15.187523520833333,0.75,1085.3327945025444,1.9998750078120116,1.0,1.0,1.0,1.0,0,1.0
2024-11-11,24,2,336956.86,14039.869166666665,1499.210172,62.467090500000005,0.4583333333333333,1114.9902579674488,1.1817107535678575,1.0,1.0,1.0,1.0,0,1.0
2024-11-12,65,2,845239.27,13003.681076923078,2175.413309,33.46789706153846,0.1076923076923077,1030.093122190711,4.416298641779852,1.0,1.0,1.0,1.0,0,1.0
2024-11-13,25,1,487811.82,19512.4728,7680.907897,307.23631588,0.64,114.55962057664938,0.5624648459471283,1.0,1.0,1.0,1.0,0,1.0
2024-11-14,41,1,882430.6900000001,21522.69975609756,2348.106228,57.2708836097561,0.34146341463414637,1099.5398721682657,1.928433683308335,1.0,1.0,1.0,1.0,0,1.0
2024-11-15,79,1,1360371.8,17219.896202531647,2003.536586,25.361222607594936,0.4177215189873418,971.9260753821682,1.3234904855739538,1.0,1.0,1.0,1.0,1,1.0
2024-11-16,13,2,220113.78,16931.82923076923,254.94774999999998,19.611365384615382,0.5384615384615384,215.068414875181,1.5996800639872024,1.0,1.0,1.0,1.0,0,1.0
2024-11-17,30,2,620896.34,20696.544666666665,551.253318,18.375110600000003,0.4,331.7077528990503,2.7496562929633797,1.0,1.0,1.0,1.0,0,1.0
2024-11-18,48,3,951005.5,19812.614583333332,3195.864707,66.58051472916667,0.4166666666666667,950.0082633085967,1.1817644652515793,1.0,1.0,1.0,1.0,0,1.0
2024-11-19,52,3,332309.38,6390.5650000000005,1609.430206,30.950580884615384,0.5384615384615384,1002.7589593431603,0.8571122459912146,1.0,1.0,1.0,1.0,0,1.0
2024-11-20,56,4,880725.44,15727.24,2345.98033,41.89250589285714,0.44642857142857145,890.5607776571411,0.8064255991742202,1.0,1.0,1.0,1.0,0,1.0
2024-11-21,36,3,182668.65,5074.129166666667,901.764238,25.04900661111111,0.1111111111111111,1604.770271844791,0.3333209881115514,1.0,1.0,1.0,1.0,0,1.0
2024-11-22,63,3,416264.09,6607.366507936508,1969.982079,31.269556809523813,0.49206349206349204,350.54937864939996,0.9090633617163117,1.0,1.0,1.0,1.0,0,1.0
2024-11-23,15,3,63187.88,4212.525333333333,6.982455,0.465497,0.13333333333333333,455.8651429660185,6.496751624187906,1.0,1.0,1.0,1.0,0,1.0
2024-11-24,35,2,520641.63,14875.475142857144,447.023511,12.772100314285714,0.2,697.2286014565724,5.9988002399520095,1.0,1.0,1.0,1.0,0,1.0
2024-11-25,37,2,864984.48,23377.958918918917,5065.186538,136.89693345945946,0.43243243243243246,1133.8459366722268,2.363421507135715,1.0,1.0,1.0,1.0,0,1.0
2024-11-26,31,2,435078.5,14034.790322580646,4.423273,0.1426862258064516,0.0967741935483871,958.2243289105851,5.198960207958408,1.0,1.0,1.0,1.0,0,-1.0
2024-11-27,44,1,1256511.88,28557.08818181818,-2848.159792,-64.73090436363636,0.0,548.2078412512008,0.07316894709885126,1.0,1.0,1.0,1.0,1,1.0
2024-11-28,12,1,338785.3,28232.108333333334,1174.315571,97.85963091666667,0.5,785.4628581385364,2.9990003332222592,1.0,1.0,1.0,1.0,0,1.0
2024-11-29,7,1,180586.6,25798.085714285717,610.52512,87.21787428571429,0.14285714285714285,1028.7853448189703,0.0,1.0,1.0,1.0,1.0,0,1.0
2024-11-30,12,1,239121.3,19926.774999999998,850.54514,70.87876166666666,0.4166666666666667,427.4921494937497,12000.0,1.0,1.0,1.0,1.0,0,1.0
2024-12-01,27,1,600205.84,22229.845925925925,337.835516,12.512426518518518,0.5925925925925926,436.1338009231745,0.22726239716376528,1.0,1.0,1.0,1.0,0,1.0
2024-12-02,17,1,300751.24,17691.249411764704,754.7378,44.396341176470585,0.35294117647058826,778.3468151832327,1.8330278286952173,1.0,1.0,1.0,1.0,0,1.0
2024-12-03,9,1,282371.72000000003,31374.63555555556,1467.1002210000001,163.0111356666667,0.4444444444444444,567.4348959229692,1.2496875781054735,1.0,1.0,1.0,1.0,0,1.0
2024-12-04,13,1,261052.41999999998,20080.955384615383,291.35271,22.411746923076922,0.23076923076923078,629.7689238410384,3.332222592469177,1.0,1.0,1.0,1.0,0,1.0
2024-12-05,22,2,817737.61,37169.891363636365,1435.68724,65.2585109090909,0.09090909090909091,2588.1174679945525,0.1578864270301563,1.0,1.0,1.0,1.0,0,1.0
2024-12-06,63,2,1504818.88,23886.013968253967,7206.315268,114.38595663492065,0.3333333333333333,3023.0926673646068,2.1498925053747313,1.0,1.0,1.0,1.0,1,1.0
2024-12-07,4,1,198481.45,49620.3625,2342.996384,585.749096,1.0,0.0,4000.0,1.0,1.0,1.0,1.0,0,0.0
2024-12-08,7,1,59993.63,8570.51857142857,0.0,0.0,0.0,201.83149501738316,0.0,1.0,1.0,1.0,1.0,0,1.0
2024-12-09,19,2,366787.71,19304.616315789473,2350.499742,123.7105127368421,0.3684210526315789,1110.7804589882687,3.7490627343164205,1.0,1.0,1.0,1.0,0,1.0
2024-12-10,47,3,778014.65,16553.503191489363,3996.96665,85.04184361702127,0.2978723404255319,793.4492820478437,3.27242977911099,1.0,1.0,1.0,1.0,0,1.0
2024-12-11,54,4,872870.6799999999,16164.27185185185,4917.466655,91.06419731481482,0.46296296296296297,1705.7751590059468,0.3170654374283554,1.0,1.0,1.0,1.0,0,1.0
2024-12-12,41,3,387069.41000000003,9440.717317073171,18.251554000000002,0.44515985365853666,0.14634146341463414,368.46970620424884,0.13888503097136193,1.0,1.0,1.0,1.0,0,1.0
2024-12-13,53,2,1019576.86,19237.29924528302,6791.349968,128.13867864150944,0.5283018867924528,509.3026337199595,2.5331644557029533,1.0,1.0,1.0,1.0,0,1.0
2024-12-14,26,3,203135.63999999998,7812.90923076923,578.153897,22.236688346153848,0.3076923076923077,431.1236428040257,1.1665694525456212,1.0,1.0,1.0,1.0,0,1.0
2024-12-15,26,3,303764.29,11683.241923076923,291.191889,11.199688038461538,0.38461538461538464,994.5289909530859,0.2999850007499625,1.0,1.0,1.0,1.0,0,1.0
2024-12-16,30,2,879919.11,29330.637,12.318749,0.4106249666666667,0.1,1143.2688187622414,0.0,1.0,1.0,1.0,1.0,0,1.0
2024-12-17,15,2,180259.42,12017.294666666667,16.246845,1.083123,0.2,316.5390519802738,0.0,1.0,1.0,1.0,1.0,0,-1.0
2024-12-18,68,2,1749379.66,25726.171470588233,-4627.220257,-68.04735672058824,0.07352941176470588,728.3975766236882,5.181347150259068,1.0,1.0,1.0,1.0,1,1.0
2024-12-19,97,4,1139937.14,11751.929278350515,1430.227945,14.744617989690722,0.1134020618556701,1637.9197617857005,2.1289635818199413,1.0,1.0,1.0,1.0,0,1.0
2024-12-20,31,4,243365.53999999998,7850.50129032258,76.527866,2.4686408387096774,0.1935483870967742,1218.2972746675437,3.428081702613912,1.0,1.0,1.0,1.0,0,1.0
2024-12-21,60,3,1015996.41,16933.2735,1438.600284,23.9766714,0.5666666666666667,651.2501101206834,0.9999666677777407,1.0,1.0,1.0,1.0,0,0.0
2024-12-22,8,2,134112.23,16764.02875,0.0,0.0,0.0,858.2278668445632,8000.0,1.0,1.0,1.0,1.0,0,1.0
2024-12-23,40,4,356447.07,8911.17675,16.133464,0.4033366,0.225,992.0792303838307,1.8570102135561746,1.0,1.0,1.0,1.0,0,1.0
2024-12-24,39,3,941262.6900000001,24134.940769230772,2145.992323,55.02544417948718,0.6923076923076923,1165.378768218434,0.11428244907288364,1.0,1.0,1.0,1.0,0,1.0
2024-12-25,7,2,73497.53,10499.647142857142,114.044243,16.292034714285712,0.5714285714285714,187.28486070053654,0.0,1.0,1.0,1.0,1.0,0,1.0
2024-12-26,33,2,453001.1,13727.30606060606,7624.900544,231.05759224242425,0.42424242424242425,669.1644014830142,3.713755177831738,1.0,1.0,1.0,1.0,0,1.0
2024-12-27,36,2,79924.34,2220.1205555555553,30.449011999999996,0.8458058888888887,0.16666666666666666,914.4859233297435,4.999166805532411,1.0,1.0,1.0,1.0,0,1.0
2024-12-28,7,2,111052.66,15864.665714285715,16.972942,2.424706,0.42857142857142855,242.23188418184412,0.16663889351774702,1.0,1.0,1.0,1.0,0,1.0
2024-12-29,15,2,80144.31,5342.954,390.062046,26.0041364,0.26666666666666666,665.853587510045,1.142693900871304,1.0,1.0,1.0,1.0,0,1.0
2024-12-30,41,2,594112.92,14490.559024390244,4313.626328,105.21039824390245,0.36585365853658536,901.6619999728963,1.733217785480968,1.0,1.0,1.0,1.0,0,1.0
2024-12-31,94,3,608446.88,6472.83914893617,2683.459526,28.547441765957448,0.2553191489361702,1051.7341631528373,2.35705867647584,1.0,1.0,1.0,1.0,0,1.0
2025-01-01,9,3,61046.98,6782.9977777777785,2.105,0.2338888888888889,0.2222222222222222,276.11546497797,0.4999166805532411,1.0,1.0,1.0,1.0,0,1.0
2025-01-02,38,4,389413.86,10247.733157894736,2575.5174140000004,67.7767740526316,0.6052631578947368,944.2506406690823,0.46152071074189455,1.0,1.0,1.0,1.0,0,1.0
2025-01-03,51,3,466066.74,9138.563529411764,3139.305567,61.555011117647055,0.5882352941176471,566.5620780067138,0.5937314458923159,1.0,1.0,1.0,1.0,0,1.0
2025-01-04,24,3,108073.5,4503.0625,26.225011000000002,1.0927087916666667,0.20833333333333334,342.2210040013826,1.6664815020553272,1.0,1.0,1.0,1.0,0,1.0
2025-01-05,19,1,369118.91000000003,19427.31105263158,890.33157,46.859556315789476,0.21052631578947367,342.09900759013044,3.7490627343164205,1.0,1.0,1.0,1.0,0,1.0
2025-01-06,41,2,347209.54,8468.525365853659,3575.442423,87.20591275609756,0.34146341463414637,1641.7008643625684,0.7825746706664927,1.0,1.0,1.0,1.0,0,1.0
2025-01-07,58,2,497692.14,8580.89896551724,41.268054,0.7115181724137931,0.10344827586206896,1088.259571257868,56.94305694305695,1.0,1.0,1.0,1.0,0,-1.0
2025-01-08,68,4,376742.11,5540.325147058823,-3.658611000000006,-0.05380310294117656,0.11764705882352941,1283.5610708523159,7.499062617172854,1.0,1.0,1.0,1.0,0,1.0
