Account,Size USD_sum,Closed PnL_sum,Closed PnL_mean,Closed PnL_std,trade_count,pnl_sharpe,cluster
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,6905.8,7.378,0.8197777777777778,1.462310652510076,9,0.560604394401845,1
0x271b280974205ca63b716753467d5a371de622ab,17925517.9,-65138.573733,-101.93830005164318,1278.9372016757688,639,-0.07970547726508793,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1350121.59,2984.181347,3.5025602664319253,130.27658681794955,852,0.026885569786430277,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,89028.87000000001,-3238.8,-809.7,1087.5605752244078,4,-0.7445102539073983,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,5754273.88,7130.9441750000005,23.769813916666667,165.34838539586175,300,0.14375594814403048,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,463603.83,9461.082288,84.47394899999999,649.1319213638185,112,0.13013371584395544,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,236276.83,46.19171999999998,0.16380042553191482,19.4708900808557,282,0.008412580259644514,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,11876032.34,23317.475256,49.08942159157895,320.24768384351665,475,0.15328579742536286,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,111010772.45,333284.353478,60.59715517781818,412.5383906238736,5500,0.14688852372303654,0
0x513b8629fe877bb581bf244e326a047b249c4ff1,386025947.08,485250.720668,52.899893237544966,634.8680562721486,9173,0.08332423204305682,2
0x6d6a4b953f202f8df5bed40692e7fd865318264a,134270.02,327.06066999999996,5.0317026153846145,20.188694975879287,65,0.24923367366718396,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,262.7,0.00943,0.00039291666666666663,0.006631291092839389,24,0.0592519105504125,1
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,670434.41,-263.60414000000003,-3.0651644186046516,31.825444003953027,86,-0.09631175666312554,1
0x8170715b3b381dffb7062c0298972d4727a0a63b,1718704.31,1763.799407,8.359238895734597,300.7548757645426,211,0.027794192444876423,1
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,7128031.12,5041.69929,28.32415331460674,89.43914722545121,178,0.3166863078782429,1
0x8477e447846c758f5a675856001ea72298fd9cb5,1639276.81,-2166.404652,-2.1513452353525326,23.710706175154833,1007,-0.09073307304557682,1
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,1319882.82,18664.45719,255.67749575342467,1017.6321582087036,73,0.2512474607754961,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,5931388.45,3010.7123799999995,1.161540270061728,145.09579422177998,2592,0.00800533382991312,1
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,1000.7,1.2563,0.62815,0.8883382492046596,2,0.7071067811865475,1
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,3663820.55,22434.264294,55.39324517037037,287.95250372994485,405,0.19236938193918507,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,17387072.92,3539.2508069999994,2.012081186469585,141.01738618367736,1759,0.014268319963389604,1
0xb899e522b5715391ae1d4f137653e7906c5e2115,58095783.65,13686.182828,8.165980207637231,432.79431862502764,1676,0.018868039288455228,1
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,11803707.6,8901.095635000001,13.907961929687502,1156.4359246804781,640,0.012026573745130113,1
